StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5_Browser,Q5_Version,Q5_Operating System,Q5_Resolution,user_id
2024-09-11 16:39:38,2024-09-11 16:40:11,1,,100,32,1,2024-09-11 16:40:11,R_4D0NlfVHl5MxB9j,,,,,35.1926,136.906,preview,JA,今日はバイトの日。僕は古本屋で働いていて、仕事自体はのんびりしていて好きだ。お客さんと話すこともあまりないけど、時々本の話で盛り上がることがあるのが楽しい。今日は常連のおじさんが「未来社会の哲学」について話しかけてきて、つい夢中で議論してしまった。大学で学んでることとリンクする瞬間ってワクワクする。その後はいつものカフェで一息つき、来週の課題を少し進めた。,,,,,
2024-09-11 16:43:20,2024-09-11 16:43:51,0,133.6.54.201,100,31,1,2024-09-11 16:43:52,R_4QMnIgb0uOY6Qiz,,,,,35.1926,136.906,anonymous,JA,土曜日だからちょっと贅沢して、朝から友達と近くのパン屋でブランチ。そこは最近できた人気店で、クロワッサンが絶品。友達と未来のことや、最近読んだ本の話をしてたらあっという間に時間が過ぎてしまった。午後はそのまま家に帰って、久しぶりに趣味の写真を撮りに行った。大学生活の中で、こうやって自分の時間を取れるのは本当に貴重だ。,,,,,1111
2024-09-12 16:19:46,2024-09-12 16:20:24,0,133.6.54.201,100,37,1,2024-09-12 16:20:24,R_4fkjGIVyC6ohLoB,,,,,35.1926,136.906,anonymous,JA,今日はとても悲しかったです；；うえーんおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおお,,,,,331030
2024-09-12 17:02:09,2024-09-12 17:02:36,0,133.6.54.201,100,26,1,2024-09-12 17:02:36,R_49nxfdJ3CoQ86A4,,,,,35.1926,136.906,anonymous,JA,今日はサッカーをしたよ！疲れたけど、久しぶりの運動でとっても有意義でしたあ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,,,,,416185
2024-09-12 17:57:08,2024-09-12 17:57:34,0,133.6.54.201,100,26,1,2024-09-12 17:57:35,R_463Fdxg6DbLF2et,,,,,35.1926,136.906,anonymous,JA,"なんかボットがいまいちだったなーーーーーーー
日記読んでること自分でわかってないんじゃないのか？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
",,,,,829527
2024-09-12 18:39:04,2024-09-12 18:39:26,0,133.6.54.201,100,22,1,2024-09-12 18:39:27,R_4LSo0cnB562dLgZ,,,,,35.1926,136.906,anonymous,JA,今日は久しぶりにゼミがあった。経済学部だけど、ゼミのテーマは「環境政策」。正直、少し飽き飽きしていたが、今日は教授が「エシカル・ファッション」を取り上げたのが意外だった。どうやら、ファッション産業が環境に与える影響を深掘りしていくらしい。実はファッションに関しては結構興味があるので、今日はちょっと気合を入れて聞いた。ゼミが終わった後、友達とカフェでその話をしながら、ついでに新しい服の話題で盛り上がった。普段はあまりお金を使わないようにしているけど、今日はなんだか新しい服を買いたくなった。,,,,,11111
2024-09-12 18:39:29,2024-09-12 18:39:53,0,133.6.54.201,100,23,1,2024-09-12 18:39:53,R_4KoT38gDMQA0Oqt,,,,,35.1926,136.906,anonymous,JA,"朝からオンライン講義。経済学の授業なんだけど、AIと経済の関わりについて語る内容だった。AIは好きだから、ここは真剣に聞いた。最近、AIの進化がどこまで経済を変えるかを考えるのが自分のテーマみたいになっている。午後は大学の図書館で勉強。友達とディスカッションをするつもりが、意外と一人で集中できてしまった。終わった後は、図書館の裏にある公園で少しだけ本を読んでリラックス。






",,,,,11111
2024-09-12 18:39:59,2024-09-12 18:40:07,0,133.6.54.201,100,8,1,2024-09-12 18:40:07,R_4lM5kgwfs7AinIC,,,,,35.1926,136.906,anonymous,JA,今日はバイトの日。僕は古本屋で働いていて、仕事自体はのんびりしていて好きだ。お客さんと話すこともあまりないけど、時々本の話で盛り上がることがあるのが楽しい。今日は常連のおじさんが「未来社会の哲学」について話しかけてきて、つい夢中で議論してしまった。大学で学んでることとリンクする瞬間ってワクワクする。その後はいつものカフェで一息つき、来週の課題を少し進めた。,,,,,11111
2024-09-12 18:40:15,2024-09-12 18:40:17,0,133.6.54.201,100,1,1,2024-09-12 18:40:18,R_4O8W2tQSL7Bgrip,,,,,35.1926,136.906,anonymous,JA,土曜日だからちょっと贅沢して、朝から友達と近くのパン屋でブランチ。そこは最近できた人気店で、クロワッサンが絶品。友達と未来のことや、最近読んだ本の話をしてたらあっという間に時間が過ぎてしまった。午後はそのまま家に帰って、久しぶりに趣味の写真を撮りに行った。大学生活の中で、こうやって自分の時間を取れるのは本当に貴重だ。,,,,,11111
2024-09-12 18:40:21,2024-09-12 18:40:27,0,133.6.54.201,100,6,1,2024-09-12 18:40:28,R_4r1v9hnHIq8bSrH,,,,,35.1926,136.906,anonymous,JA,今日は一日中家にこもって勉強しようと思ってたけど、気分転換に散歩に出かけた。途中で見つけた小さな美術館にふらっと入ってみたら、思いがけず面白い展示をやっていて、結局そこで何時間も過ごしてしまった。テーマは「現代アートと経済の融合」。経済学の視点でアートを見るなんて発想がなかったから、すごく新鮮だった。,,,,,11111
