StartDate,Q1,user_id,StartDate_month_day,group
2024-09-28 12:08:48,9月末までの原稿の締め切りに追われ、昨日からずっとパソコンに向かっての作業が続いている。流石に疲れたので、昼食用の買い物がてら散歩に出てみた。歩くという事は思索にふけるのにちょうど良い。そんなことを考えながら、行きつけのパン屋で、いつも通りのお気に入りのパンを買い、プラプラと家に戻って来た。さてと、１２時。昼ご飯を食べたらまた、作業に戻るとしようかな･･･。,1452004,09月28日,groupa
2024-09-28 12:08:41,今日は、朝から喉が痛くなってしまって急いでうがいをしてビタミンサプリをたくさん飲んだ。でも結局喉の痛みは悪化するばかりだ。今日は午後から友人と一緒にランチをする約束をしていたのに、この調子だととても外出する状態ではないのでやむなくキャンセルになりそうだ。本当に最近は自分の体力が落ちてきていてがっかりしてしまうことが多い。なんとか体力をつけていかなければと強く反省した。,94338,09月28日,groupc
2024-09-28 12:07:54,今日も子供たちは部活があるので、朝からお弁当を作った。7時に娘を駅に送って、1人目の送り出しが終わる。2人目の朝ご飯を準備し、身支度をさせ、その間に洗い物や洗濯を済ませる。7:50にマンション一階までゴミ出しを兼ねて2人目の送り出しが終わる。その後、やっと自分の朝食を摂ることができる。昼食まではつかの間の小休止ができて嬉しい。,5289773,09月28日,groupa
2024-09-28 12:10:40,今日は行きつけの美容室に髪を切りに行った。もう20年近く切ってもらっている。話はいつものように盛り上がって楽しい時間を過ごすことができた。くせのある私の髪もうまく切ってくれて、いつものごとく大満足だった。お互い同学年の子供もいて話はつきないし、もっと色々話がしたかった。そしてまた会えるのを楽しみに店を後にした。帰宅後改めて鏡でみると良い感じに仕上がっていて嬉しい気持ちになった。,1778742,09月28日,groupb
2024-09-28 12:14:17,今日は、朝から鼻炎が酷くて憂鬱だ。急に涼しくなったから、寒暖差アレルギーによるものかもしれない。病院から貰った薬を飲んだら、少し楽になったので良かった。これからどんどん寒くなるので、風邪を引かないように気をつけたいと思う。,4173223,09月28日,groupc
2024-09-28 12:16:00,天気予報では雨でしたが、起きたら晴れて心地がいい気候だったので、近所を1時間ほど散歩してきました。思ったよりも暑くて汗ばむくらいでしたが、午前中からいい運動ができたと思います。  散歩中、ちょうど収穫時期を迎えた畑で作業をしているかたを眺めていたら、だいぶ涼しくなりましたねと声をかけていただいて、少しおしゃべりをしてから帰ってきました。採れたものは無人販売所に置くこともあるそうで、機会があれば見に行きたいと思います。,769122,09月28日,groupa
2024-09-28 12:23:06,今日はバイトも休みで、昼から知人と出かける予定があったのですが、  沖縄は台風や熱帯低気圧の影響かどしゃ降りの大雨となっているため  予定は中止となってしまいました。  なので家で動画をみたりSNSを眺めたり、と大して面白みのない1日となってしまいました。  天気予報を見ても明日まで雨が続きそうなので、夜に予定を入れることも出来ずつまらない1日となりました。,4551146,09月28日,groupa
2024-09-28 12:24:50,私は毎日仕事へ行くのに車で通勤しているのだが、今日の朝は道がとても混んでいた。仕事に間に合わなそうだったので、途中から高速に乗ることにした。下道と違い、高速道路は空いていて快適だった。高速に乗ったおかげで、無事仕事に間に合ったので良かった。,4680788,09月28日,groupb
2024-09-28 12:20:51,今朝は午前8時に起床。起きてからまず始めにシーツを洗濯し、敷布団を干すことにした。「秋は、寝具にダニの死骸やフンが溜まりやすい」とニュースで知った。だからアレルギー体質の私にとって秋は気をつけなければならない季節だ。,acu9751cw,09月28日,groupb
2024-09-28 12:22:03,駆け足で秋が来た。住居は台風の被害とはいまだ無縁。この間で16号だったらしい。気象庁で調べたら例年25くらいは発生しており、去年今年と少ない方だった。昔の夏は冷房いらずの夜、ちょうど最近と同じ状況が何日もあった。では年々台風も減っているのかといえばそうでもないし、質というか記録的な暴風が当たり前になっているのかもしれない。テレビで能戸の住人が、地震の後にまさか水害がなんて話していたのを聞くと、気の毒に違いはないにしろ、台風は結構前から進路がわかっているし、どちらかといえば地震の方がまさかじゃなかっただろうかと思った。個人的には暑い盛りに雨風多い方が過ごしやすく助かる。,2141268,09月28日,groupb
2024-09-28 12:17:38,今日は息子と家の庭の方に行ったら、夏に植えたピーマンの苗に実が付いていたので1つ収穫しました。すでに8月末に4つピーマンを収穫済みだったで、今年の収穫は終わったと思っていたのでビックリしました。収穫したピーマンは大人の手のげんこつ並みの大きさで、それをせん切りにして焼いて、めんつゆをかけて食べたらとても美味しかったです。植えていた土は手入れをしておらず良い状態ではなかったのですが、植物の生命力に驚いた出来事でした。,5372982,09月28日,groupa
2024-09-28 12:24:19,今日は仕事が休みだったので、ゆっくり過ごそうと思っていたら、ひどい頭痛に襲われ、ずっと寝て過ごした。食事もあまりとれず、ヨーグルトとサラダを食べるだけだった。水分をとるたびに、吐ききそうになった。動画を見たりしながら寝て一日を過ごした。明日は仕事だが、出勤できるのか心配だ。,1127132,09月28日,groupb
2024-09-28 12:24:21,本日は朝7時に起きてゆっくりコーヒーを飲みました。  その後買い物があったためホームセンターへ野菜かごを買いに行きスーパーへ食料品を買いに行きました。  家に帰りテレビをつけるとオリックスのT岡田さんと安達さんの特集をしており見ておりましたが、長年頑張ってこられた二人ですので感慨深く見ていました。  その後は昨日の残りの昼食を食べ、午後は畑の用事をしますが涼しいのでやりやすく感じています。,3602839,09月28日,groupb
2024-09-28 12:23:57,職場で人が足りないため、友人や知人のつながりを頼り、スカウティングをしました。1人、良さそうな方が見つかったので、今度の月曜日に面接となりました。友人の知人のそのまた知り合いの方だったので、正直よく知らないのですが、マッチする方だと助かります。,3935504,09月28日,groupb
2024-09-28 12:27:01,起きた瞬間から、窓から見える空が雲ひとつなくて気持ちのいい1日の始まりだった。まず珈琲を淹れ、トイレとお風呂を掃除し、洗濯機をまわす。いつもと同じように羊羹をつまみながら仕事をした。これからシャワーを浴び、ストレッチをしてから練習に行く。夕飯はびっくりドンキーにするんだ。,4462118,09月28日,groupc
2024-09-28 12:32:15,28日(土)は、仕事もなく休日でした。  午前中は、家で子どもたちと過ごしました。  午後は、子どもたちを英会話につれていき、そのまま祖母でと会い日帰り温泉へ行きました。  日帰り温泉で、温泉につかり、また夕飯も済ませて帰宅しました。,quartet456,09月28日,groupb
2024-09-28 12:21:54,今日は未明から次男が３回起きて夜間対応をした。夜に何度も起きて抱っこ・授乳対応するのも慣れてきたけど、たまには朝まで続けて眠りたいと思う。長男は咳が1週間ほど続いていて、辛そうなので早く良くなって欲しい。,4999612,09月28日,groupa
2024-09-28 12:24:42,今朝は久しぶりに夢を覚えていた。今、手伝いをしている仕事に似た作業で自分が幸運に恵まれてそれなりの金額を手に入れる夢だった。幸いかどうかはわからないが今日はＪＲＡが開催しているので少し賭けてみようかと思う。いつもより少しだけワクワク感が強い気がする。我ながら自分は単純な男だと思う。,4002112,09月28日,groupa
2024-09-28 12:31:52,今日は朝から曇っています。洗濯物を干していますのでなんとか雨が降らず、乾ききってくれるといいなと思っています。午前中はずっと在宅ワークをしていました。座って仕事をしていても結構お腹が空きます。お昼は多めに食べました。,shigenoi,09月28日,groupa
2024-09-28 12:24:56,図書館で借りていた中園ミホさんの占いの本を読みました。なるほど、と思う事が盛りだくさんてした。「運は育てて磨くもの」「運は平等に訪れるもので、それを上手く掴めるかどうかが運の良い人になる」などです。  また、「小さな変化は運の風通しを良くする」という話を早速実行しようと思い、休日をぐうたら家で過ごすのをやめました。  美術館、ショッピング、映画、ハイキング、神社巡り、色々思い付きましたが、午後からは、阪急電車に乗ってお気に入りの場所に行き、軽いハイキングで神社を訪れ、お気に入りのお店をのぞいたりして気の向くままに動こうと思います。  1人自由な時間を満喫できる事に感謝です。,khi1_b4aa,09月28日,groupb
2024-09-28 12:26:49,今日は短時間の在宅ワークを終えたあとは、いつもの週末の掃除を一通り行う。ベランダの掃除も行う。鉢植えに種を植えているが、まだ芽は出ていない様子。鉢植えの周りには土が散らばっていた。鳥のフンが近くにあり、早朝に鳥が来て掘り返しているのかもしれない……。,1472598,09月28日,groupc
2024-09-28 12:37:41,今日の明石の天気は曇り。なんとなく気分が優れない。午前中は10時くらいまで寝てしまった。急いで仕事を片付けないといけないと慌てている。10月4日までに仕上げないといけない仕事がたくさんある。分身の術が使えればいいのに、と現実逃避してしまった。今日はこれから、たまった仕事を片付けようと思う。明日のこの時間までに予定通り片付いているだろうか。結果は明日の日記で報告したい。,1454035,09月28日,groupc
2024-09-28 12:42:26,石破ショックである。こんなに暴落するとは。昨日から憂鬱な気分が続いている。月曜日の市場オープンが怖い。食欲もない。大谷が今日も打った。天気は曇り空、むし暑い。図書館に行く。部屋の掃除をしなければならない。,1103016,09月28日,groupb
2024-09-28 12:50:32,天気予報の空模様があまり良くなかったので洗濯をするのをためらっていたが、明日も同じような微妙な予報だったので、洗濯機を回すことに決めた。一人暮らしをしていた頃から感じていたが、天気の悪い日に洗濯をするには、本当に憂鬱だなと感じる。,707767,09月28日,groupc
2024-09-28 12:47:53,昨日あたりから更年期障害の症状がひどくなっていて、体感的にとてもつらく日々の家事を熟すことすらしんどいです。母からもいろいろ聞いていて覚悟をしていたつもりだけど、想像以上に大変でこんなにつらいものとは思ってもみなかった。乗り超えた先輩方を尊敬します。毎回、会えば体調を気遣ってくれる義母にも感謝の気持ちでいっぱいです。夫や子供たちのためにも、早く私らしい私に戻りたいです。,5231896,09月28日,groupa
2024-09-28 12:43:30,今日は土曜日であるにも関わらず早朝から仕事関係の打ち合わせが立て続けに入っていたのでお昼の時点で心身共に大変疲れてしまった。仕事が多いのはありがたいのだがもう少し身体と心に余裕を持ちたい。午後からも来客の予定が入っているので気を抜かずに最後まで頑張って仕事をこなしていきたい。とはいえ最近は疲れやすくなっており身体の疲れもなかなか抜けず少し困っている。何とかならないものだろうか。,2331402,09月28日,groupb
2024-09-28 12:47:07,今日、昼近くにスーパーやコンビニに買い物に行ったら、いつものようにお年寄りもいたけど、それ以上に若い人たちが多くてびっくりした。  特にコンビニは10代の子たちでいっぱいだった。  何でこんなに若い人たちが多いんだろうと思いながら、そこを出ると、近くの学校の学生さんたちの下校の様子も見えた。  そして、帰宅して買ってきたものを冷蔵庫に入れながら気づいた。  「そうか、今日、土曜日だ！だからか」と。  普段のお年寄りが多い風景もゆったりしてて自分はホッとするけど、今日みたいに若い人たちに出くわすとパワーを感じて、「たまにはいいもんだな」と思った。,3985102,09月28日,groupb
2024-09-28 12:59:59,本日は６時に起床。入浴と朝食を摂った後昨日残した仕事を片付けた。  終了後筋トレとエアロバイクを漕ぎ、スーパーの弁当を買いに外出。日用品含め必要なものを買いそろえた後ファークライ6というオープンワールドFPSゲームを自宅のデスクトップPCで遊んだ。,KoHaRu09,09月28日,groupc
2024-09-28 12:57:29,久しぶりに７時に起きた。10時から販売される時計を買いに行く為に頑張って早起きして出かけた。すべては夫の為。その時計は店舗限定品で、住んでいる近くでは買えないが、今回は移動販売で近くまで来たから、車で約40分の場所まで頑張って行った。着いたのは8時40分。もう既に結構並んでいて、私は26組目だった。時計は11色で、各色何個あるかも不明。希望の色が買えるのかどうか不安に思いながらも並んで待つしかない。9時過ぎにはだいぶ並びはじめていた。そしてずっと立ちっぱなしで待ち、10時にいよいよ販売開始。しかし、なかなか皆さんゆっくりで…実際に私が買えたのは11時だった。そして奇跡的に希望の色が買えた！ラスト１つだった！お店の人にも強運ですねと言われた。なんとか無事に目当てのものが買えて嬉しい。あとは夫に３ヶ月も早いクリスマスプレゼントとして渡す。,ys15_cw,09月28日,groupa
2024-09-28 13:05:03,昨日予定が多かったので朝起きるのが遅く一日が短くなりそうだ、天気はやや曇っているくらいなので出かけるのは難しくなく助かった。日常的な雑務は昨日やっていたため今日は作業が少なく、ある程度自由に行動できそうである。,3564821,09月28日,groupc
