StartDate,Q1,user_id,StartDate_month_day,group
2024-09-30 12:14:44,今日も軽く頭痛があったが、仕事に行った。昨日ほどではなかったが、頭痛で仕事中に少し辛くなることが何度かあった。無事に仕事を終え、帰宅途中にスーパによってセールの食材を買った。その後帰って、掃除機をかけた。思ってたよりもあまり部屋が汚くなかった。その後、風呂に入って、YouTubeを見て残りの一日をゆったりと過ごした。,1127132,09月30日,groupb
2024-09-30 12:32:50,今日はいつも通り仕事でした。週末少し夜更かししてしまったので、朝起きるのがつらかったです。お昼はウーバーを注文しました。評価が良かったネパールカレーのお店でしたが、衛生的に少し不安を感じる梱包だったので、もう頼まないと思います。,3935504,09月30日,groupa
2024-09-30 12:32:39,昨夜はなかなか寝付けず、結局起きてしまい寝られたのは4時前だった。朝はギリギリ8時頃まで寝ていたが、なんとか起きられた。子供も寝るのが遅かったが、今朝はなんとか8:30に比較的すっきりと起きてくれて助かった。ママだっこして〜とかわいく甘えてスッキリと起きてくれる子どもがかわいく愛おしい。無事朝食や準場を済ませ、保育園に送り午前中の仕事もまずまずの仕上がり。午後は少し休息しつつ残りの仕事を片付けたいと思う。,Yuko_office,09月30日,groupb
2024-09-30 12:33:13,今日は夫が休みを取ったので、朝はゆっくりと9時まで寝坊をしました。長く寝すぎてしまったからか、体がだるくてなかなかベッドから起き上がることができませんでした。それでもなんとか体を起こし、おそめの朝食の用意をしてお昼兼用の食事を終えたところです。最近は休みがあっても、どこにでかけるでもなくただダラダラしてしまうのは、年齢のせいでしょうか。,94338,09月30日,groupc
2024-09-30 12:34:08,昨夜はネットで子どもの誕生日プレゼント探しをしていて寝るのが遅くなってしまった。昨日に続き目覚めが悪い。二人暮しにしては多すぎる洗濯物を干し、光る君へを観ながら秋らしい煮物を作った。とてもおいしい。あれこれと雑用が多すぎて頭がパンクしそうだが、ひとつひとつ片付けていけば終わるはず。がんばれ私！,2503650,09月30日,groupa
2024-09-30 12:36:11,今日は昨日夜から体調があまり良くなく、ほとんど何もせずに過ごした。明日の予定があるのでそれに向けて準備だけすることにした。小児科に連れていくことになっている。娘は元気でよく食べ、バナナと豆腐など食べさせて一緒にお昼寝することにした。,にゃすも,09月30日,groupb
2024-09-30 12:35:04,夜も眠れていたはずだが、とにかく身体がだるく眠い。咳もとまらず、胸の辺りがすっきりしない。掃除機をかけなければと思ったがクイックルワイパーだけやることにした。こんな手の抜き方も、悪くないなと思う。今日は一人で運転しようかと思ったけど必要にせまられないとなかなか重い腰があがらない。,1264394,09月30日,groupb
2024-09-30 12:34:49,昨夜は、次男が何度も起きて泣いたのでつらかった。寝不足が続くと辛いので、早く夜泣きがなんとかならないか悩んでいる。一方で、朝起きると正座の姿勢ができるようになり、成長を感じた。長男は昨日外でたくさん遊んだので疲れていたのか、朝起きるのが辛そうだった。それでもお気に入りのパンを食べてもらって元気に外に出られたので良かった。,4999612,09月30日,groupc
2024-09-30 12:35:48,今日は自民党総裁選後初の株式市場の営業日だったけれど、かなり地合いが悪くてほとんど取引が出来ませんでした。8月の大暴落を思い出させるような動き方で、今後もこのまま続きそうだからとても不安になりました。早く元の株式市場に戻ることを願うとともに、少しでもマシな取引が出来るよう頑張りたいです。,4651532,09月30日,groupb
2024-09-30 12:35:20,今朝は上の子の体育祭朝練があるため、いつもより早く起きた。いつもの通りお弁当と朝ご飯を作り、6:30に駅へ送った。下の子は連日の塾通いで疲れており、遅めの起床。朝ご飯を作り、身支度をさせて、7:25に送り出した。その後、洗濯、ゴミ出し、掃除を終えてから自分の朝ご飯を食べた。,5289773,09月30日,groupa
2024-09-30 12:35:33,最近やっと日中も秋らしくなってきて、体感的に心地よくてホッとする。空気も乾燥していて、たくさん洗濯しても気持ちよく乾くので、子供たちの長袖のTシャツなど、まとめて洗っていつでも着用できるように準備した。大変だったけどスッキリした。家族みんなで秋の季節感をいろいろ堪能できたらいいな。,5231896,09月30日,groupa
2024-09-30 12:35:35,本日は月曜ですので朝のドラマを見るべく6時45分に起きました。昔やっていたスクールウォーズの再放送がBSでやっているのです懐かしく鑑賞しました。  午前は頼まれている車検のため陸運局に行き通してきました。月曜なので少し台数は多かったのですが時期的にスムーズに進み待ち時間も少なかったです。  その後乗って帰ってきて車の清掃をし納車までしてきました。  今から昼食です、午後は溶接の仕事がありますが今の時期は涼しくなりだいぶやりやすくなってきていますね。  嫁さんは本日はパートに出ているのですが夕方には帰ってきますので作業はそれまでには終わらせたいと思っています。,3602839,09月30日,groupa
2024-09-30 12:36:44,今日のお昼は鶏のから揚げを作った。  このあいだ買って冷凍しといた鶏ももを、昨日冷蔵庫に入れて、今朝見たら解凍されてたのでそれを使った。  鶏を一口サイズに切ってビニール袋に入れ、タルタルソース、白だし、めんつゆをそれぞれ小さじ1杯程度入れ、袋ごと揉み込む。  それを30分置いて、片栗粉で衣をつけて揚げたのだが、ちょっと肉がゴムみたいな食感だったけど、味は抜群に美味しかった。  これは、日本料理の料理人の野永さんという方のレシピを参考にさせてもらったのだが、野永さんはタルタルではなくマヨネーズだけど、私はタルタルのほうが好きなのでこちらで作ってる。  今日もしっかり食べれてよかった。,3985102,09月30日,groupb
2024-09-30 12:36:12,朝から腹痛。気候だけが気持ちよく、自身は最悪なスタートだ。それでも娘のお弁当は必死で作る。午後からは頭痛がプラスされ、何も出来ないまま半日が過ぎた。こんなことは日常茶飯事。その中で楽しみやうれしいことを見つけることは難しく、今年のカレンダーが残り１枚であることに恐怖を覚える。,rdkny933,09月30日,groupa
2024-09-30 12:37:04,今日は7:30に起きた。まず、明日の相談を受けるための準備として資料を印刷。それからMOSの勉強に取りかかった。中２日ほど空き、前回の復習から始めたけど、出題範囲１はほぼ完璧。出題範囲２がまだまだだと感じた。そして先へ進めて出題範囲３。難易度は若干難しくなったとは思うが全く問題無さそう。そして今日は夫の仕事が午前中だけのようなので、一緒にお昼。安いお蕎麦屋さん。,ys15_cw,09月30日,groupa
2024-09-30 12:44:13,今日は通常の出勤日でした。  7時に起床し朝食を食べて、7時半に家を出ました。  仕事では、一日打ち合わせがなかったので、デスクワークを行っていました。前日によく眠れていたため、集中して仕事を行うことができました。  20時ごろに退社し、22時には布団に入ることができました。,mo3177chi,09月30日,groupc
2024-09-30 12:42:49,今日、地方に住む友人から季節の果物「ぶどう」が届きました。さすが産地だけあって喉が痛くなるくらい甘いぶどうでした。こんなに美味しい果物をいつも送ってくれる友人に感謝、そしてこんなに美味しい物を食べられる事に感謝です。季節を感じられる食材は景色も感じられて素敵です。,878721,09月30日,groupc
2024-09-30 12:53:35,今日は午前中に台所の排水溝の掃除をしました。排水溝は油汚れなどが溜まりやすいので週に一度は念入りに掃除をすることにしています。毎週の掃除は大変に感じますが、掃除をしないとつまりや悪臭の原因になるので頑張って掃除しています。この掃除を誰かに代わってもらいたいと毎回思いますが私が担当することにしています。掃除終了後は、趣味の塗り絵を楽しめたのでリフレッシュすることができました。,4409144,09月30日,groupc
2024-09-30 13:03:46,朝ドラが今日からおむすび。虎に翼とのギャップが激しい。久々に少女漫画を読んだような気分。そしてB'zもものすごく久々に聴いた。松平健がおじいちゃんで麻生久美子がお母さんなら娘は橋本環奈だよなぁと改めて思った。  充希ちゃん、外であまり遊ばず。30分しないうちに「そろそろ」と言って家の中に入ろうとする。この子もインドアか。でもビタミンDは生成してほしい。  昨日作れなかった離乳食のかぼちゃバターをなんとか作ってストックを増やした。私えらい。,1220629,09月30日,groupa
2024-09-30 12:57:38,今日で9月も終わりだ。そうこう言っているうちに年の瀬を迎えてしまうのは毎年のことだ。残念ながら昨日は良い結果には恵まれなかった。夢というのは不思議なものとつくづく実感してしまった。先週から崩していた体調もだいぶ良くなってきている。10月になる明日からは身体も心機一転迎えられそうだ。,4002112,09月30日,groupb
2024-09-30 13:05:58,朝食に柿を食べた。出始めの柿なのであまり期待していなかったが、甘くてとても美味しかった。柿はビタミンCが豊富に含まれているようなので、積極的に摂取したいと思った。秋は美味しい果物がたくさんあるので、これからいろいろ食べるのが楽しみだ。,4173223,09月30日,groupb
